line.id	phenotype	sex
line_832	0.88	f
line_832	0.9	f
line_832	0.96	f
line_837	1.06	f
line_837	1.09	f
line_837	0.71	f
line_837	0.88	f
line_837	0.83	f
line_837	1.22	f
line_837	0.57	f
line_85	1.57	f
line_85	1.27	f
line_85	3.35	f
line_85	2.09	f
line_85	2.05	f
line_85	1.44	f
line_852	1.14	f
line_852	0.97	f
line_852	1.21	f
line_852	0.84	f
line_852	0.88	f
line_852	1.2	f
line_855	0.93	f
line_855	0.96	f
line_855	1.09	f
line_855	0.62	f
line_855	1.27	f
line_855	1.4	f
line_855	1.73	f
line_855	1.96	f
line_857	0.51	f
line_857	0.74	f
line_857	0.98	f
line_857	1.04	f
line_857	0.94	f
line_857	1.12	f
line_861	1.19	f
line_861	0.84	f
line_861	1.42	f
line_861	1.04	f
line_861	1.08	f
line_861	1.12	f
line_879	0.75	f
line_879	0.51	f
line_879	0.83	f
line_879	1.09	f
line_879	0.76	f
line_879	0.89	f
line_88	0.69	f
line_88	0.94	f
line_88	1.24	f
line_88	1.99	f
line_88	0.96	f
line_88	1.46	f
line_882	0.99	f
line_882	0.73	f
line_882	1.16	f
line_882	1	f
line_882	1.18	f
line_882	1.2	f
line_884	0.96	f
line_884	0.78	f
line_884	0.92	f
line_884	1.04	f
line_884	1.38	f
line_884	1.46	f
line_887	1.35	f
line_887	0.92	f
line_887	0.92	f
line_887	1.13	f
line_887	1.05	f
line_887	0.93	f
line_890	1.01	f
line_890	0.94	f
line_890	0.77	f
line_890	0.99	f
line_890	0.83	f
line_890	0.65	f
line_890	0.9	f
line_892	0.94	f
line_892	0.82	f
line_892	0.77	f
line_892	0.9	f
line_892	1.02	f
line_892	1.06	f
line_894	0.96	f
line_894	1.36	f
line_894	1.13	f
line_894	0.79	f
line_894	0.93	f
line_894	0.76	f
line_894	0.88	f
line_897	1.12	f
line_897	0.95	f
line_897	0.99	f
line_897	0.66	f
line_897	1.18	f
line_897	0.89	f
line_907	1.43	f
line_907	1.33	f
line_907	0.94	f
line_907	0.75	f
line_907	1.04	f
line_907	0.64	f
line_908	1.21	f
line_908	0.84	f
line_908	0.97	f
line_908	0.95	f
line_908	0.85	f
line_908	1.03	f
line_91	1.41	f
line_91	1.05	f
line_91	1.3	f
line_91	1.29	f
line_91	1.37	f
line_91	1.54	f
line_911	1.32	f
line_911	1.14	f
line_911	1.27	f
line_911	1.4	f
line_911	1.16	f
line_911	0.96	f
line_93	1.08	f
line_93	1.26	f
line_93	1.07	f
line_93	1.14	f
line_93	1.2	f
line_93	1.3	f
