line.id phenotype sex
line_355 0.192 m
line_355 0.149 m
line_355 0.132 m
line_355 0.128 m
line_371 0.174 m
line_371 0.148 m
line_371 0.159 m
line_371 0.188 m
line_371 0.152 m
line_559 0.141 m
line_559 0.156 m
line_559 0.159 m
line_559 0.148 m
line_559 0.194 m
line_319 0.134 m
line_319 0.139 m
line_319 0.137 m
line_319 0.1 m
line_319 0.098 m
line_73 0.189 m
line_73 0.154 m
line_73 0.194 m
line_73 0.149 m
line_73 0.139 m
line_309 0.152 m
line_309 0.151 m
line_309 0.165 m
line_309 0.15 m
line_309 0.14 m
line_158 0.16 m
line_158 0.23 m
line_158 0.154 m
line_158 0.207 m
line_158 0.171 m
line_304 0.205 m
line_304 0.204 m
line_304 0.232 m
line_304 0.2 m
line_304 0.198 m
line_395 0.135 m
line_395 0.158 m
line_395 0.167 m
line_395 0.139 m
line_395 0.136 m
line_176 0.133 m
line_176 0.145 m
line_176 0.175 m
line_176 0.173 m
line_176 0.177 m
line_513 0.178 m
line_513 0.133 m
line_513 0.169 m
line_513 0.162 m
line_513 0.166 m
line_832 0.167 m
line_832 0.136 m
line_832 0.155 m
line_832 0.168 m
line_832 0.163 m
line_88 0.146 m
line_88 0.198 m
line_88 0.175 m
line_88 0.176 m
line_88 0.164 m
line_859 0.199 m
line_859 0.203 m
line_859 0.153 m
line_859 0.161 m
line_859 0.165 m
line_28 0.215 m
line_28 0.222 m
line_28 0.206 m
line_28 0.186 m
line_28 0.205 m
line_399 0.151 m
line_399 0.158 m
line_399 0.176 m
line_399 0.146 m
line_399 0.16 m
line_440 0.172 m
line_440 0.198 m
line_440 0.188 m
line_440 0.138 m
line_440 0.179 m
line_853 0.207 m
line_853 0.131 m
line_853 0.139 m
line_853 0.145 m
line_853 0.169 m
line_21 0.133 m
line_21 0.139 m
line_21 0.15 m
line_21 0.155 m
line_21 0.124 m
line_352 0.157 m
line_352 0.172 m
line_352 0.154 m
line_352 0.145 m
line_352 0.131 m
line_320 0.119 m
line_320 0.125 m
line_320 0.138 m
line_320 0.117 m
line_320 0.12 m
line_390 0.144 m
line_390 0.147 m
line_390 0.146 m
line_390 0.168 m
line_390 0.143 m
line_381 0.159 m
line_381 0.149 m
line_381 0.165 m
line_381 0.17 m
line_381 0.148 m
line_229 0.183 m
line_229 0.184 m
line_229 0.181 m
line_229 0.168 m
line_229 0.194 m
line_109 0.159 m
line_109 0.176 m
line_109 0.169 m
line_109 0.129 m
line_109 0.168 m
line_406 0.221 m
line_406 0.177 m
line_406 0.226 m
line_406 0.219 m
line_406 0.202 m
line_356 0.164 m
line_356 0.193 m
line_356 0.184 m
line_356 0.189 m
line_356 0.188 m
line_129 0.201 m
line_129 0.193 m
line_129 0.206 m
line_129 0.204 m
line_129 0.187 m
line_894 0.172 m
line_894 0.174 m
line_894 0.185 m
line_894 0.151 m
line_894 0.174 m
line_83 0.211 m
line_83 0.179 m
line_83 0.192 m
line_83 0.179 m
line_83 0.162 m
line_849 0.174 m
line_849 0.158 m
line_849 0.162 m
line_849 0.149 m
line_849 0.139 m
line_897 0.123 m
line_897 0.099 m
line_897 0.082 m
line_897 0.104 m
line_897 0.089 m
line_38 0.205 m
line_38 0.174 m
line_38 0.17 m
line_38 0.159 m
line_38 0.169 m
line_59 0.144 m
line_59 0.142 m
line_59 0.139 m
line_59 0.154 m
line_59 0.16 m
line_737 0.177 m
line_737 0.186 m
line_737 0.222 m
line_737 0.174 m
line_737 0.181 m
line_808 0.136 m
line_808 0.144 m
line_808 0.125 m
line_808 0.124 m
line_808 0.118 m
line_31 0.221 m
line_31 0.22 m
line_31 0.181 m
line_31 0.232 m
line_31 0.203 m
